"last_name, first_name","player_id","year","player_age","avg_swing_speed","fast_swing_rate","avg_swing_length","attack_angle","attack_direction","ideal_angle_rate","vertical_swing_path","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","poorlyunder_percent","poorlytopped_percent","poorlyweak_percent","hard_hit_percent","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_contact_percent","sprint_speed"
"Amaya, Miguel",665804,2024,25,"72.9",32.4,"7.2",8.1,-4.3,53.3,31.5,"88.4","11.1",33.9,4.7,6.9,24.8,31.8,6.2,33.9,74.2,13.9,33.6,58.3,"25.5"
"Cabrera, Oswaldo",665828,2024,25,"68.3",1.7,"7",6.4,-2.2,44.8,31.1,"88.2","12.5",34,3.7,5.8,26.1,34,1.7,34.9,68.1,10,29.6,62.9,"27.4"
"Cruz, Oneil",665833,2024,25,"78.5",75.3,"7.7",8.4,-6.7,42,32.9,"95.5","9.8",32.1,15.7,4.7,19.2,33.5,1.9,54.9,63,24,31.7,48.4,"28.8"
"Valdez, Enmanuel",665839,2024,25,"70.4",10.5,"7.5",10.8,-5.2,63.3,28.8,"89.4","19.3",32,9.2,5.9,33.3,24.8,2,41.8,60.5,15,28.6,64.2,"26.2"
"Chisholm Jr., Jazz",665862,2024,26,"71.9",23.3,"7.5",14.1,-2.1,52.3,34.9,"89.7","11.4",29.6,9.7,5.8,20.6,35.2,5.8,41.1,67.1,22.7,29.2,56.3,"28.6"
"Giménez, Andrés",665926,2024,25,"68.3",6.9,"7",10.1,0.6,51.5,31.9,"86.3","8.7",32.7,2.8,4.4,24,35.8,6.1,28.5,74.6,15.7,37.4,62.4,"28.9"
"Fermin, Freddy",666023,2024,29,"70.8",9.8,"7.5",10.5,-5.7,53.1,34.8,"88.2","11.1",29.2,3.2,4,24.9,34.7,5.8,33.9,72.4,12.9,30.8,54.6,"26.6"
"Jones, Nolan",666134,2024,26,"70.7",17,"6.7",5.6,4,36.2,37,"88.2","7.8",34.3,5.9,6.5,18.9,34.9,7.1,44.4,55.7,20.5,23,61.1,"28.1"
"Kirilloff, Alex",666135,2024,26,"72.4",19.4,"7.8",15.6,2.8,52.2,33.6,"91.3","13.2",27,11.3,9.6,24.3,35.7,0.9,40.9,69.8,20.1,29.8,45.2,"26.8"
"Lowe, Josh",666139,2024,26,"73.3",32.7,"7.2",10,-0.7,48,36.9,"90.8","16.9",37.9,10.3,6.5,29.3,27.2,0.9,46.1,69.5,26,33.4,55.6,"28.4"
"Fitzgerald, Tyler",666149,2024,26,"70.5",7.1,"7.4",17.7,-4.5,44,38.1,"87.7","20.2",39.1,8.2,4.8,32.9,22.7,4.3,31.9,67.9,22.3,26.9,45.5,"30.0"
"Fletcher, Dominic",666150,2024,26,"66.7",0.3,"6.5",2,4,34.8,27.2,"84.4","12.1",38.7,1.8,3,26.2,29.2,9.5,26.8,62,15.1,31.9,66.7,"26.4"
"Hamilton, David",666152,2024,26,"68.9",3,"7.2",8.9,-5.4,48.4,32.1,"87","15.8",38.3,5.6,7.5,28.5,27.1,6.1,32.2,66.4,16.2,24.1,46.8,"29.4"
"Lux, Gavin",666158,2024,26,"71.2",15.6,"7.3",10.1,3.8,48,33.2,"88.3","9.1",35,6,7.3,19,34.7,3.3,41.1,66.8,17.4,23.2,59.4,"27.7"
"Moniak, Mickey",666160,2024,26,"73.1",28.6,"7.7",12.5,-3.5,51.7,33.9,"88.1","19.8",31.9,9.3,5,35.1,23.3,6.1,34.4,75,22.2,39.7,54.7,"28.6"
"Rortvedt, Ben",666163,2024,26,"69.7",5.2,"7.1",10.9,0.3,59,29.2,"86.2","11.9",30.2,3.5,3,26.7,34.7,4.5,30.7,58.9,17.6,27.8,54.9,"25.6"
"Adell, Jo",666176,2024,25,"76.7",66,"7.6",4.9,-4,42.7,32.8,"89.8","15.9",30.5,11.7,7.4,30.1,27.3,5,44.7,71.5,21.1,29.7,50.9,"28.8"
"Benson, Will",666181,2024,26,"72.1",20.8,"7.9",16,-6.8,54,33.6,"89.4","18.2",36.5,11.5,4.7,30.7,25.5,4.2,40.1,71.2,31.5,22.1,34.7,"28.8"
"Bichette, Bo",666182,2024,26,"70.4",14.2,"7.3",3.3,-0.2,31.9,38,"89.2","7.2",31.3,4.4,7.2,20.5,36.9,4,43.5,76.5,11.4,37.1,57.2,"27.3"
"Carlson, Dylan",666185,2024,25,"68.5",2.4,"7.1",11.8,-2.2,52.3,36.9,"86.8","15.8",30.1,2.5,8,31.9,31.3,3.7,25.8,70.5,26,24.9,54.1,"27.3"
"Naylor, Bo",666310,2024,24,"70.6",9.8,"7.4",12.6,-5.2,50.2,30.5,"88.8","19.9",32.6,8.1,6.8,33.9,24.6,4.7,37.7,65.7,21.3,27.3,54.4,"26.6"
"Julien, Edouard",666397,2024,25,"71.9",17,"7.1",16.6,8.9,44.8,44.2,"87.8","11.9",38.4,9.8,7.9,22,34.1,3.7,37.8,63.1,21.9,17.8,36.7,"26.7"
"Morel, Christopher",666624,2024,25,"76.1",64.7,"8",13.1,-5.8,73.5,27.3,"89.2","14.2",27.6,10.2,4.5,26.5,34.1,2.6,40.4,68.7,27.2,26.2,48.7,"27.3"
"García, Adolis",666969,2024,31,"72",23,"7.9",10.5,-2.6,58.2,29.3,"91","15",33.7,12.5,6.6,27.6,28.1,2.4,48.2,74.9,24.7,33.6,48.5,"26.8"
"Gurriel Jr., Lourdes",666971,2024,30,"70.6",9.5,"7.5",8.5,-4.1,48.3,35.8,"88.4","15.7",33.8,6.7,7.2,28.8,28.3,3.4,40,69.5,11.8,32.9,62.3,"26.6"
"Julks, Corey",667452,2024,28,"70.7",8.9,"7",9.1,-4,56.4,34.3,"84.9","15",33.9,3.2,4.8,31.5,30.6,4,29,61.2,18,30.6,58.5,"28.5"
"Rooker, Brent",667670,2024,29,"73.7",37.2,"7.1",11.7,-5.6,47.3,35.7,"91.9","18.9",38.3,16.6,8.6,26.8,22.8,3.2,49.6,72.6,21.1,31,39.8,"27.6"
"Arozarena, Randy",668227,2024,29,"72.7",33.4,"7.4",9.4,-2.1,69.6,24.8,"90.4","13.2",28.4,8.3,7,27.6,33.1,2.6,43.5,59.5,25,24.3,60,"28.1"
"Rogers, Jake",668670,2024,29,"70.7",6,"7.3",18.6,0.4,55.1,33.1,"89","15.7",32.9,9.9,9.4,25.4,28.2,5.2,41.8,68.4,24.8,25.9,45.3,"27.1"
"Bleday, JJ",668709,2024,26,"71.7",16.5,"7.3",10.6,-8.3,54.1,29.5,"88.5","18.6",37.1,8.3,7.1,32.4,25.2,2.7,36.2,67.8,17,24.7,50.9,"27.6"
"Steer, Spencer",668715,2024,26,"71.6",13.6,"7.4",9.3,-5.6,53.1,28.7,"88","17.4",34.2,6.4,7.7,29.2,27.3,5.5,39.9,64.8,13.4,24.8,52.1,"28.2"
"Reynolds, Bryan",668804,2024,29,"71.6",17.1,"6.8",12.7,0.4,46.5,38,"89.9","9.4",37.5,9.6,7.2,21.1,30.9,4.9,45.4,74,18.7,30.2,48.1,"28.0"
"McCann, Kyle",668832,2024,26,"73.6",37.2,"7.8",18.2,-2.9,42.4,33.5,"89.6","12.5",30.9,12.3,8.6,22.2,32.1,3.7,38.3,66.8,35.5,25.4,29.6,"25.3"
"Martin, Austin",668885,2024,25,"66.9",1.1,"6.9",9.9,-5.4,51.4,39.9,"87.2","12.7",39.4,1.1,5.3,24.5,28.2,5.9,33.5,69.5,15.4,18.5,53.1,"28.3"
"Vientos, Mark",668901,2024,24,"71.8",20.6,"7.6",15.5,1.3,57.5,32.2,"91.2","11.4",34.6,14.1,7.1,20.1,32.2,2.8,46.6,68.5,25,32.3,46.9,"26.3"
"Lewis, Royce",668904,2024,25,"73.3",36.1,"7.7",8,-5.1,57.2,28.1,"87.1","16.8",36.3,11.2,5.4,30.5,26.5,5.8,37.7,72.8,19.4,33.3,58.1,"26.6"
"Turang, Brice",668930,2024,24,"66.2",3.4,"6.1",1.1,6.1,25.9,30.3,"87","6.1",32,2.4,2.6,20.8,38.3,7.4,29.7,64.5,9.3,28.4,74.5,"29.3"
"Rutschman, Adley",668939,2024,26,"69.1",6.4,"6.9",10.4,-2.6,48.6,36.4,"88.2","18.8",35.4,6.1,4.8,33.3,24.6,1.9,36.6,60.1,12.1,28.9,72.5,"26.6"
"Rojas, Josh",668942,2024,30,"66.6",0.8,"7.3",13,-0.5,49,33.5,"88.2","15.5",35.6,5.7,7.9,29.7,25.2,5,38.2,66.9,15.9,22,47.2,"27.0"
"Mitchell, Garrett",669003,2024,25,"75.7",58.7,"7.4",10.7,4.3,57.8,33.6,"88.8","2.8",34.6,8.7,6.3,11,41.7,7.1,37,68.5,27,17.6,31.1,"29.5"
"Melendez, MJ",669004,2024,25,"72.8",32.7,"7.7",9.8,-3.6,53.9,29.1,"91.1","14.6",29.1,8.4,9,26.4,33.4,1.7,45.2,77.8,24.1,28.4,56.3,"27.8"
"Marsh, Brandon",669016,2024,26,"71.9",14.9,"7.2",10.2,0.7,41.7,39.8,"91.6","13.8",40.7,10,11.9,21.1,27,2.6,47.4,61.4,16.2,23.7,46.9,"28.2"
"Stowers, Kyle",669065,2024,26,"73.7",33.2,"6.8",9.5,1.8,47.1,35,"91","12.3",36.1,10.9,8.4,16.8,32.8,1.7,51.3,78.5,27.1,32.6,44.3,"28.2"
"Langeliers, Shea",669127,2024,26,"74.1",42,"7.3",12.3,-5.7,63.4,29.5,"91.3","16.3",35.3,12.8,5.2,29.4,28,2.9,44,69.5,19.7,30.7,50.6,"27.8"
"Campusano, Luis",669134,2024,25,"69.2",7.2,"7.6",7.2,-0.1,59.1,25.7,"87.7","9.9",27.4,4.6,4.6,26.6,38,2.1,34.2,69.1,14.6,31.8,66,"25.0"
"Murphy, Sean",669221,2024,29,"73.3",39,"7.9",12.1,-3.9,55.7,31.7,"88","10.5",25.7,9.6,4.2,22.8,37.1,6,36.5,62.4,21.1,27.9,54.2,"25.2"
"Senzel, Nick",669222,2024,29,"68.8",3.1,"7.5",9.9,-0.9,54.9,32.5,"84","15.5",38.6,5.7,4.5,26.7,27.8,9.1,26.7,66.5,15.9,24.6,51.3,"27.3"
"Wells, Austin",669224,2024,24,"72.4",21.7,"7.4",10.9,-2.3,47.8,34.5,"88.4","17.1",34.5,9.1,7.3,30.2,24.4,5.5,38.9,73.1,19.9,25.5,51.7,"26.7"
"Malloy, Justyn-Henry",669234,2024,24,"69",4.7,"7",17.9,-2,46.8,41.2,"87.6","18.7",31.9,10.9,6.7,30.3,26.9,3.4,37.8,65,27.9,19.7,30.8,"26.6"
"Edman, Tommy",669242,2024,29,"69.8",8.3,"6.9",8.5,0.1,52.9,26.9,"87.6","11.4",31.5,3.6,5.4,27.9,36,2.7,35.1,66.5,14.8,25.8,52.1,"27.9"
"Smith, Will",669257,2024,29,"67.9",3.1,"7.2",13.2,0.4,60.5,34.6,"89.4","18.7",38.3,10.8,8.4,32.2,24.3,1.8,42,66.6,15.5,26.3,65.8,"27.4"
"Suwinski, Jack",669261,2024,25,"73.3",32.7,"7.3",8.3,-3.7,41.8,32.9,"88.9","12.9",28.8,8.8,4.7,24.1,32.9,5.9,38.2,67.5,18.1,22.9,41.7,"28.3"
"Espinal, Santiago",669289,2024,29,"66.5",2.8,"7.3",8.2,0.6,49.1,34.8,"85.9","15",35,1.9,4.2,29.9,30.9,3.9,24.1,68.8,9.4,28,71.2,"27.3"
"Miranda, Jose",669304,2024,26,"71",15.6,"7.6",11.7,-6,68.5,25.9,"88.9","15.5",33.9,5.9,7.7,31.3,30.7,3.2,38.9,70.9,12.5,35.7,59.8,"25.9"
"Gorman, Nolan",669357,2024,24,"73.2",30.2,"7.5",17.5,-1.5,48.4,35.8,"88.5","20.3",40.3,16.7,5.1,30.6,22.7,4.6,38.6,70.8,29,30.3,37.7,"26.2"
"Edwards, Xavier",669364,2024,24,"64.5",0.2,"6.3",3.9,6.9,37,32.8,"86.1","6.7",37.6,1.8,3.7,19.7,39.4,6.4,24.3,70.3,12.7,24.8,71.4,"28.4"
"Burger, Jake",669394,2024,28,"74.7",46.9,"7.5",8.4,-6.1,54.8,23.7,"91.3","13",32.4,12.3,7.7,22.6,29.8,3.6,46.8,70.1,18.9,36.5,50.6,"27.9"
"Smith, Josh",669701,2024,26,"70.1",6.8,"6.8",13,-5.1,44.7,37.5,"87.8","15.4",33.7,3.7,5.7,30.7,26.5,6.1,37.1,66.9,14.9,25.9,59.1,"27.6"
"Triolo, Jared",669707,2024,26,"70.5",6.2,"7.8",10.1,-2,51.2,39,"88.4","13.4",38.8,5.3,5,29.5,29.2,4.6,39.1,70,19.6,25.1,50.5,"28.5"
"Hays, Austin",669720,2024,28,"72.6",24.2,"7.2",13.6,-5.1,64.4,29.4,"88.9","14.9",30.2,6.7,7.8,29.6,30.7,3.4,40.2,72.6,18.1,35.9,48,"27.1"
"Toglia, Michael",669911,2024,25,"73.2",29.3,"7.5",15.1,-2.8,40.9,35.4,"92.1","15.1",39.2,17.3,8.6,23.1,27.1,1.2,50.2,66.7,22.5,27.3,40.3,"27.4"
"Lopez, Nicky",670032,2024,29,"64.2",0.5,"6.7",8.7,8.1,60.3,27.9,"85","5.6",30,1.5,1.5,22.6,43.6,7.1,16.9,68.6,13.5,27.9,65.8,"27.1"
"Raley, Luke",670042,2024,29,"75",50.8,"7.2",13.2,-4.1,61.8,31.5,"90.1","13.5",31.5,11,8.1,22,33,7,41.8,75.2,23.6,27.9,35.6,"28.9"
"Wallner, Matt",670242,2024,26,"77.3",73.5,"7.3",11.9,-3.3,47.7,32.2,"92.8","21.6",38.1,17.5,10.3,26.2,15.9,2.4,53.2,71.7,31.3,26,43.6,"27.5"
"Alvarez, Yordan",670541,2024,27,"76.5",63,"7.6",8.8,-6,42.1,35.1,"93.1","18.3",35.4,14.5,7.6,30.6,19.5,3.3,49.7,67.9,11.1,30.6,63.5,"26.1"
"Paredes, Isaac",670623,2024,25,"68.2",4.8,"8",14.2,-16.7,53,32.4,"85","22.4",37,4.5,7.2,35.9,23,5.4,27.1,64.7,11,26.4,68.8,"25.9"
"Walls, Taylor",670764,2024,27,"67.3",1.7,"7.2",12.7,1.1,59.9,33.8,"86.1","18.2",29.9,3.2,5.2,36.4,31.2,3.9,24,69.3,18.6,20.3,52.4,"27.8"
"Friedl, TJ",670770,2024,28,"70.5",7.8,"6.8",9,-8.9,61.8,27.8,"86","16.7",29.9,3.2,5.6,33.1,26.3,9.6,31.5,61.8,11,24,63.3,"26.5"
"Herrera, Iván",671056,2024,24,"73.3",33.6,"7.5",7.3,2.5,44.3,33.6,"89.3","9.2",38.2,9,6.7,16.9,35.4,2.8,42.1,60,15.8,26.6,54.1,"27.3"
"Casas, Triston",671213,2024,24,"74.6",49.3,"7.7",11.9,0.8,52.2,36.6,"90.2","10.5",35.6,13.3,7.4,20.7,31.1,5.9,45.2,65.8,26,23.1,50,"24.1"
"Ramos, Heliot",671218,2024,24,"75.2",55.2,"6.9",8.5,3.4,46.7,32.9,"91.5","10.4",34.3,14.5,5.5,22.1,34,4.1,47.5,72.3,18.3,29.9,48.1,"27.9"
"García Jr., Luis",671277,2024,24,"71.7",22.7,"7.3",10,1.6,61.1,29,"89.1","8.2",32.8,8,5.8,21.4,36.9,3.9,41.7,69,12.6,36,63.6,"27.2"
"Freeman, Tyler",671289,2024,25,"71.7",17.4,"7.2",4.1,-4.7,38.4,35,"87.7","13",30.7,3.2,6.7,28.3,33.2,7.8,34.6,64.5,10.1,29.1,69.7,"28.2"
"Butler, Lawrence",671732,2024,23,"74.2",43.6,"7.1",4,0.3,38.8,31.4,"91.1","11.3",35.1,11,5.8,23.1,31.5,1,47.4,69.1,19.6,27.3,55.3,"27.6"
"Harris II, Michael",671739,2024,23,"74.7",48,"8.1",7.1,-2,49.5,29.8,"90.5","7.5",33.5,10,8.3,18.9,35,6,47,69.7,18.4,39.6,62.3,"28.3"
"Bailey, Patrick",672275,2024,25,"71.3",13.2,"7.3",7.7,-0.8,40.9,33.7,"91.3","12.1",37.9,5.5,7.1,23.9,31.1,2.6,43,70,15.6,25.1,53.7,"25.2"
"Siani, Michael",672279,2024,24,"68.9",5.9,"7.2",8.9,2.3,44,31.6,"84.4","5.1",32.6,2.3,2.3,16.1,39,16.1,22.6,64.8,23.3,29.2,53.8,"28.3"
"Kelenic, Jarred",672284,2024,24,"72.7",24.8,"7.3",14.5,-1.2,55.6,32.9,"89.8","16",38.2,9.9,8.8,27.6,23.3,3.5,45.2,69.2,23.3,29.8,42.2,"27.9"
"Arias, Gabriel",672356,2024,24,"74.5",47.5,"7.6",8,0.8,44.1,28.5,"89.7","5.6",35.6,7.9,6.9,15.8,38.6,5.9,36.6,80.1,29,40.1,41.4,"27.4"
"Kirk, Alejandro",672386,2024,25,"70.1",12.2,"7",7.4,4.5,51.8,25.2,"89.4","10.8",34.6,6.7,7,20.8,35.9,4,40.9,65.7,9.8,28.3,71.3,"24.7"
"Moreno, Gabriel",672515,2024,24,"70.6",13,"7",6.9,6.8,43.8,33.9,"90","8.8",33.6,6.6,5.9,21.9,40.6,2.3,41,59.2,15,21.6,70.9,"27.2"
"Garcia, Maikel",672580,2024,24,"70.8",10.8,"7.2",4.6,4.6,45.6,28.3,"90.4","6.4",34.1,3.7,4.8,22.5,39.5,2.9,42.8,63.6,10.9,21.3,68.6,"27.9"
"Lopez, Otto",672640,2024,25,"70.7",14,"6.6",6,1.8,48.2,30.6,"88","5.4",30.4,5.1,4.8,16.6,41.9,4.2,38.9,70.4,12.4,32,56.7,"28.7"
"Perdomo, Geraldo",672695,2024,24,"66.9",2.2,"6.8",8.9,-1.4,50.7,35,"87","16.9",28.9,3.1,3.1,31.3,29.9,7.2,25.8,58.9,7.8,19.3,72.5,"27.0"
"Pérez, Wenceel",672761,2024,24,"70.2",9.2,"6.9",6.6,-4,44.3,28.9,"88.4","18",37.7,4.3,6.3,31.3,26.7,3.7,30.6,65,15.2,28.4,66.7,"28.2"
"Sosa, Lenyn",672820,2024,24,"71.7",17,"7.4",8.1,3.6,48.9,33.6,"89","12.3",42.2,6.1,9,23.5,27.4,2.9,41.2,67.9,13,37.4,67.6,"27.3"
"Diaz, Yainer",673237,2024,25,"72.5",23.6,"7.4",11.2,3.9,59.2,30.8,"90.2","8.9",35,7.6,8.4,16,36.8,2.1,47.5,77.7,13.6,42.6,59.8,"27.1"
"Robert Jr., Luis",673357,2024,26,"74.6",47.6,"7.7",9.7,-1.7,49.2,36.1,"90.1","13.5",35.6,9.9,5.1,27.7,28.5,3.2,40.7,72.7,23.4,35.9,41.6,"28.8"
"Kim, Ha-Seong",673490,2024,28,"69",7.7,"6.8",4.4,-1.1,42.9,25.3,"87.9","15.1",36.6,4.8,4.8,29.7,29.1,7.2,35.4,55.2,13.4,18.6,75.1,"28.3"
"Suzuki, Seiya",673548,2024,29,"73",35,"7.2",6.4,-0.9,47.3,30.1,"91.7","16.2",38.8,11.5,10.1,28.1,23.9,0.8,49.2,59.6,16.6,20.7,53.9,"28.3"
"Jung, Josh",673962,2024,26,"72",14.6,"7.2",13.2,-0.1,60.4,36.8,"86.2","12.2",38.2,9.9,4.6,21.4,29,7.6,39.7,68.9,23.4,35.5,52,"27.3"
"Westburg, Jordan",676059,2024,25,"71",11,"6.8",10.7,-3.3,64.6,30.3,"91.1","13.1",37.4,11.8,9,23.7,29.9,2.2,46.1,71.6,20.7,30.4,50.4,"29.0"
"DeLuca, Jonny",676356,2024,25,"70.8",11.2,"7.6",8.3,-8,60.1,27,"84.6","16.2",32.7,3.9,4.7,30.4,29.2,5.8,28,71.3,17.1,37.9,64,"29.8"
"Velázquez, Nelson",676369,2024,25,"73.4",34.6,"7.5",12.1,-5.1,62.3,30.3,"88.2","17.4",29.9,8.8,6.8,34.7,24.5,4.8,38.1,70.6,23.3,25.6,35.5,"27.5"
"Clement, Ernie",676391,2024,28,"66.8",1,"6.8",10.6,-3.4,56.3,33.4,"85.5","16.3",34.3,3.8,5.3,32,27.7,6.5,24.9,70,9.2,43.4,76.9,"28.4"
"Burleson, Alec",676475,2024,25,"71.2",18,"7.5",9.6,1.4,54.9,33.4,"89.7","13.6",34.3,6.5,7.1,26.2,30.1,3.1,41.7,77.6,13.3,34.5,68,"25.5"
"Caballero, José",676609,2024,27,"69.7",15.6,"7",12.7,-5.2,53.8,32.6,"83.7","15.9",33.8,5.1,4.8,28,25.5,13.4,25.2,66.7,17.9,35,52.1,"28.3"
"Meyers, Jake",676694,2024,28,"68.6",7.9,"7",9.4,-4.3,45.2,30.4,"88.2","14.4",34.8,6.8,8.3,25.6,30.8,5.7,37,68.1,15.9,31.2,50.2,"28.9"
"McCormick, Chas",676801,2024,29,"70.8",12.6,"7.5",19,7.5,42.3,37.4,"86.2","15.2",32.2,7.5,4,29.3,25.9,8.6,32.8,74.4,24.7,33.7,55.4,"28.7"
"Schneider, Davis",676914,2024,25,"69.8",6.1,"6.9",17.4,-1.1,52.3,33.1,"88.6","21.4",38,12,6.6,35.7,19.4,3.5,38,64,22.5,22.9,48.5,"27.2"
"Rocchio, Brayan",677587,2024,23,"69.5",3.2,"7.3",10.1,-3.2,51.2,29.2,"84.6","9.4",36,4,4,26.7,34,9.7,22.3,68.3,16.6,29.9,60.4,"26.8"
"Tena, José",677588,2024,23,"71.2",19.5,"6.9",7.7,-0.9,38.3,36.2,"91.2","7.6",30.8,8.3,4.2,17.5,29.2,6.7,49.2,67.3,16.2,32.9,60,"28.1"
"Rodríguez, Julio",677594,2024,23,"76.3",63.4,"7.9",8.1,-2.9,47.2,33,"91.7","10.5",33.2,10.2,6.1,21.3,34.4,2.7,48.4,74.6,21.2,37.3,52.9,"29.6"
"Duran, Ezequiel",677649,2024,25,"72.6",25.3,"7.2",6.4,1,46.1,25.7,"87.1","8.9",28.2,3.4,6.3,28.2,38.3,3.9,35.9,74,14.1,39.3,55.9,"28.8"
"Abreu, Wilyer",677800,2024,25,"74.6",44.6,"7.4",11.1,-3,53.7,31.7,"91.6","19.2",33.7,11.1,7.5,31.5,24,1.4,50.5,68.4,23.1,28.1,54.9,"27.5"
"Jiménez, Leo",677870,2024,23,"69.7",6.1,"7.4",8.9,1.7,47,34.5,"87.6","12.3",40.7,8.1,7.3,23.6,27.6,6.5,33.3,64.3,19.6,27.9,55.6,"28.0"
"Alexander, Blaze",677942,2024,25,"73.1",30.4,"7.3",7.2,4.8,37.8,34.3,"88.5","8.5",22.9,3.4,5.9,23.7,37.3,6.8,34.7,75.1,18.8,29.2,43.9,"28.6"
"Witt Jr., Bobby",677951,2024,24,"74.7",48.3,"7.1",5.9,-2.1,48.5,29.8,"92.7","15.1",35.7,14.3,5.6,27.7,25.3,2.2,48.3,72.3,15.2,32.1,63.3,"30.5"
"Meadows, Parker",678009,2024,24,"70.5",9.6,"7.3",9.6,-4.7,50.4,31.6,"87","18.5",34.7,7.7,6.1,34.7,23.5,4.6,32.3,65.9,16.4,25.8,46.9,"29.3"
"Vargas, Miguel",678246,2024,24,"69.8",8.3,"7.7",11.3,-3.5,62.3,36,"86.2","21.3",28.9,4.6,4.6,42.8,26.3,3.3,26.3,67.3,20.3,21.8,74.5,"28.6"
"Tovar, Ezequiel",678662,2024,22,"71.3",18.9,"7.5",10.5,-2.3,48,36,"88.8","18.9",38.5,9,7.7,30.2,21.8,5.4,39.8,82,21.9,44.1,46.5,"28.1"
"Noel, Jhonkensy",678877,2024,22,"78",77,"7.7",9.8,-13.1,52,30,"88.6","19.3",30.8,14.5,4.3,31.6,32.5,1.7,36.8,66.1,19.5,45.1,49.7,"28.1"
"Rafaela, Ceddanne",678882,2024,23,"70.1",6.8,"7.5",14.1,-0.5,52.6,33.3,"86.6","14.9",34.9,7.5,5,25.6,30.9,7,36.9,78.6,24.3,46.4,53.3,"28.8"
"Rojas, Johan",679032,2024,23,"71.3",21.3,"7.2",4.5,-0.8,48.1,20,"85.7","4.8",22,2.5,3.6,19.9,44.4,10.1,27.4,61.8,15.7,35.5,65,"30.1"
"Torkelson, Spencer",679529,2024,24,"73.6",30.4,"7.5",10.5,-8.3,53.9,32.8,"89","20.2",31.5,6.7,5,36.6,27.3,2.9,39.7,66.9,17.7,23.2,45.7,"27.2"
"Loftin, Nick",679845,2024,25,"69.5",2.3,"7.4",7.7,-4.7,54.5,33.3,"83.6","9.9",30.7,3.1,1.6,29.9,37,7.9,26,65.7,6,20.9,56.7,"27.7"
"Schuemann, Max",680474,2024,27,"68.3",2.1,"6.7",12.3,0.3,61.5,32.3,"89","16.6",39.5,5.6,7,29.7,29,3.8,37.4,62.8,21.3,21.4,49.5,"27.8"
"Palacios, Richie",680700,2024,27,"68.9",4.2,"7",9.1,-4.8,55.6,25.9,"86.2","14",36.4,3.5,4.5,27.3,31.3,3.5,30.3,70.7,18.2,23.5,55.6,"27.9"
"Barger, Addison",680718,2024,24,"74.4",44.2,"7.5",7.8,0.7,45.3,32.5,"88.3","12.1",32.9,8.7,5.4,24.8,30.2,6,38.3,61,19.3,31.4,56,"28.0"
"Kwan, Steven",680757,2024,26,"64.4",0.4,"6.5",3.6,-2.9,36.6,35.8,"86.3","14.9",38.5,2.6,5.3,31.8,28.1,4.4,23.7,57.7,4.3,19.2,79.6,"27.1"
"Duran, Jarren",680776,2024,27,"73.6",36.2,"7.6",3.9,3.2,36.2,29.4,"90.8","9.5",33.8,9.3,6.2,20.4,35.7,2.7,43.9,68.2,15.7,28.1,52.9,"29.6"
"Jeffers, Ryan",680777,2024,27,"72.9",34.1,"7.5",9.5,-4.1,54.2,29.5,"86.9","16.2",31.7,8.3,5.8,30.2,27.7,6.2,33.8,64.1,15.9,34.2,63.3,"26.3"
"Gelof, Zack",680869,2024,24,"71.6",11.7,"7.3",16.4,0.8,54.8,33.7,"89.2","14.2",34.4,8.8,6.3,26.5,31.5,4.1,37.2,72.1,26.1,29.7,37.2,"28.7"
"Donovan, Brendan",680977,2024,27,"69.6",7.2,"6.9",7.7,0.8,49.6,30,"88.7","13.2",36.6,5.5,6.5,26.8,32.1,3.1,37.6,63.7,8.6,23.7,66.4,"27.0"
"Stott, Bryson",681082,2024,26,"68.2",1.9,"7.1",6.5,2.2,47.4,31.9,"87","14",35.3,3.6,5.2,30.3,30.6,2.8,30.8,59.6,13.3,28.3,75,"29.1"
"Bride, Jonah",681146,2024,28,"67.9",5,"7.2",13.4,0.9,61.9,29,"87.1","11.8",29.9,5.4,4.3,26.1,34.8,6.5,33.7,52.1,11.4,23.9,71.3,"26.9"
"Cowser, Colton",681297,2024,24,"73.8",40.6,"6.9",13.9,0.2,44.2,38.8,"90.5","13",32.1,13.6,7.6,21.2,31.2,3.9,46.1,64,20.1,25,43.3,"28.2"
"O'Hoppe, Logan",681351,2024,24,"70.7",17.4,"7.3",15.1,-2.4,54.3,33.9,"90.4","15.3",42.9,12,7.1,24.5,26.7,3.1,46.3,72.4,22.7,34,45.7,"28.1"
"Norby, Connor",681393,2024,24,"70.1",9.2,"7.1",19,6.8,36.2,42.2,"86.2","17",47,14.8,7,24.3,20.9,7.8,39.1,79.9,26.5,34.8,51.1,"29.3"
"Carpenter, Kerry",681481,2024,26,"71.5",14.5,"7.5",17.7,1.1,49.6,34.6,"90.5","17.6",40.1,17.7,5.7,24,25.5,3.1,46.4,70.4,18.4,32.3,46,"27.7"
"Outman, James",681546,2024,27,"73.1",31,"7.9",14.7,-5.3,47.3,34.2,"87.6","15.3",38.3,4.9,11.1,32.1,22.2,7.4,38.3,67.3,25,28.2,34.4,"28.8"
"Pages, Andy",681624,2024,23,"73.1",27.8,"7.7",9.9,-4.1,50.7,41.2,"88.6","20.8",40.8,10.7,6.4,31.8,20.1,4.7,40.1,71,19.5,30.7,58.4,"28.3"
